type	run	set	run_cond	block	img_cat	stim	signal	reqSSD	correct	resp1	rt1	trueSSD	stimName
fMRI	5	C	food	1	sweet	1	1	300	3	1	526	303	go1_sweet2.jpeg
fMRI	5	C	food	1	sweet	2	0	0	4	2	682	0	go2_sweet4.jpeg
fMRI	5	C	food	1	sweet	1	1	250	4	0	0	253	go1_sweet6.jpeg
fMRI	5	C	food	1	sweet	1	0	0	4	1	525	0	go1_sweet2.jpeg
fMRI	5	C	food	1	sweet	1	1	300	4	0	0	302	go1_sweet3.jpeg
fMRI	5	C	food	2	savory	2	1	350	4	0	0	351	go2_savory6.jpeg
fMRI	5	C	food	2	savory	1	1	400	3	1	610	402	go1_savory5.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	635	0	go2_savory6.jpeg
fMRI	5	C	food	2	savory	1	1	350	4	0	0	353	go1_savory3.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	566	0	go1_savory2.jpeg
fMRI	5	C	food	2	savory	2	0	0	1	0	0	0	go2_savory5.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	651	0	go2_savory4.jpeg
fMRI	5	C	food	2	savory	1	1	400	3	1	538	403	go1_savory4.jpeg
fMRI	5	C	food	2	savory	2	0	0	1	0	0	0	go2_savory4.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	839	0	go1_savory2.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	541	0	go1_savory6.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	464	0	go1_savory4.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	667	0	go2_savory6.jpeg
fMRI	5	C	food	2	savory	1	1	350	3	1	584	355	go1_savory1.jpeg
fMRI	5	C	food	2	savory	2	0	0	1	0	0	0	go2_savory6.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	455	0	go1_savory5.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	908	0	go1_savory3.jpeg
fMRI	5	C	food	2	savory	2	1	300	3	2	622	304	go2_savory6.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	664	0	go2_savory3.jpeg
fMRI	5	C	food	2	savory	1	0	0	2	2	459	0	go1_savory2.jpeg
fMRI	5	C	food	2	savory	1	0	0	1	0	0	0	go1_savory2.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	679	0	go2_savory3.jpeg
fMRI	5	C	food	2	savory	2	1	250	4	0	0	254	go2_savory2.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	512	0	go2_savory1.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	599	0	go2_savory2.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	612	0	go2_savory5.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	739	0	go1_savory1.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	564	0	go2_savory6.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	536	0	go1_savory3.jpeg
fMRI	5	C	food	2	savory	1	1	300	3	1	573	302	go1_savory5.jpeg
fMRI	5	C	food	2	savory	1	0	0	4	1	435	0	go1_savory4.jpeg
fMRI	5	C	food	2	savory	2	0	0	4	2	570	0	go2_savory1.jpeg
fMRI	5	C	food	2	savory	2	1	250	3	2	472	252	go2_savory4.jpeg
fMRI	5	C	food	2	savory	2	1	200	3	2	564	204	go2_savory2.jpeg
fMRI	5	C	food	2	savory	1	0	0	2	2	654	0	go1_savory5.jpeg
fMRI	5	C	food	2	savory	1	0	0	1	0	0	0	go1_savory1.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	713	0	go1_savory5.jpeg
fMRI	6	E	toy	1	savory	1	0	0	2	2	431	0	go1_savory5.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	496	0	go2_savory2.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	498	0	go1_savory6.jpeg
fMRI	6	E	toy	1	savory	1	1	250	3	1	603	254	go1_savory4.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	578	0	go1_savory4.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	484	0	go2_savory4.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	615	0	go2_savory2.jpeg
fMRI	6	E	toy	1	savory	1	1	200	3	1	476	204	go1_savory6.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	543	0	go1_savory2.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	923	0	go1_savory1.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	614	0	go2_savory6.jpeg
fMRI	6	E	toy	1	savory	2	1	150	4	0	0	154	go2_savory1.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	638	0	go1_savory2.jpeg
fMRI	6	E	toy	1	savory	1	1	200	3	1	533	204	go1_savory5.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	542	0	go2_savory6.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	552	0	go1_savory1.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	491	0	go2_savory4.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	596	0	go2_savory1.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	615	0	go2_savory3.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	422	0	go2_savory5.jpeg
fMRI	6	E	toy	1	savory	1	0	0	2	2	666	0	go1_savory1.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	615	0	go2_savory4.jpeg
fMRI	6	E	toy	1	savory	2	1	150	4	0	0	154	go2_savory1.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	653	0	go1_savory4.jpeg
fMRI	6	E	toy	1	savory	2	1	200	4	0	0	203	go2_savory3.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	526	0	go2_savory3.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	544	0	go1_savory5.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	731	0	go2_savory6.jpeg
fMRI	6	E	toy	1	savory	2	1	250	4	0	0	252	go2_savory4.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	644	0	go1_savory3.jpeg
fMRI	6	E	toy	1	savory	2	1	300	3	2	486	305	go2_savory2.jpeg
fMRI	6	E	toy	1	savory	2	0	0	4	2	699	0	go2_savory3.jpeg
fMRI	6	E	toy	1	savory	1	1	250	3	1	576	253	go1_savory5.jpeg
fMRI	6	E	toy	1	savory	1	1	200	4	0	0	204	go1_savory2.jpeg
fMRI	6	E	toy	1	savory	1	0	0	4	1	587	0	go1_savory5.jpeg
fMRI	6	E	toy	2	sweet	2	1	250	4	0	0	252	go2_sweet2.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	4	1	768	0	go1_sweet4.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	4	1	499	0	go1_sweet3.jpeg
fMRI	6	E	toy	2	sweet	1	1	300	3	1	472	304	go1_sweet4.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	641	0	go2_sweet4.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	4	1	511	0	go1_sweet1.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	4	1	524	0	go1_sweet5.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	662	0	go2_sweet5.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	506	0	go2_sweet5.jpeg
fMRI	6	E	toy	2	sweet	2	1	250	3	2	516	253	go2_sweet1.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	2	2	0	0	go1_sweet4.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	575	0	go2_sweet3.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	4	1	428	0	go1_sweet5.jpeg
fMRI	6	E	toy	2	sweet	1	1	200	4	0	0	205	go1_sweet3.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	656	0	go2_sweet3.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	491	0	go2_sweet6.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	646	0	go2_sweet2.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	580	0	go2_sweet3.jpeg
fMRI	6	E	toy	2	sweet	1	1	250	3	1	560	253	go1_sweet4.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	2	2	581	0	go1_sweet2.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	612	0	go2_sweet4.jpeg
fMRI	6	E	toy	2	sweet	2	1	200	3	2	565	202	go2_sweet6.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	1	0	0	0	go1_sweet1.jpeg
fMRI	6	E	toy	2	sweet	2	1	150	4	0	0	155	go2_sweet3.jpeg
fMRI	6	E	toy	2	sweet	1	1	200	4	0	0	203	go1_sweet5.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	4	1	591	0	go1_sweet2.jpeg
fMRI	6	E	toy	2	sweet	1	1	250	4	0	0	253	go1_sweet1.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	1	0	0	0	go1_sweet6.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	875	0	go2_sweet1.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	752	0	go2_sweet5.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	501	0	go2_sweet6.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	4	1	546	0	go1_sweet6.jpeg
fMRI	6	E	toy	2	sweet	2	1	300	3	2	590	304	go2_sweet2.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	4	1	448	0	go1_sweet2.jpeg
fMRI	6	E	toy	2	sweet	1	0	0	2	2	534	0	go1_sweet1.jpeg
fMRI	6	E	toy	2	sweet	2	0	0	4	2	520	0	go2_sweet2.jpeg
